,BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,HYPEUSDT,BCHUSDT,ADAUSDT,LINKUSDT,XLMUSDT,LTCUSDT,AVAXUSDT,HBARUSDT,ZECUSDT,SUIUSDT,1000SHIBUSDT,TONUSDT,TAOUSDT,DOTUSDT,UNIUSDT,NEARUSDT,AAVEUSDT,1000PEPEUSDT,ICPUSDT,ETCUSDT,ONDOUSDT,KASUSDT,POLUSDT,WLDUSDT,QNTUSDT,ATOMUSDT,RENDERUSDT,ENAUSDT,APTUSDT,FILUSDT,STXUSDT,ARBUSDT,OPUSDT,INJUSDT,SEIUSDT,TIAUSDT,RUNEUSDT,FETUSDT,LDOUSDT,JUPUSDT,WIFUSDT,GALAUSDT,EGLDUSDT,VETUSDT,SONICUSDT,GRTUSDT,IMXUSDT,ALGOUSDT,PYTHUSDT,SANDUSDT,THETAUSDT,MANAUSDT,CHZUSDT,FLOWUSDT,1INCHUSDT,CRVUSDT,MKRUSDT,SNXUSDT,1000FLOKIUSDT,GMXUSDT,COMPUSDT,ORDIUSDT,LRCUSDT,1000BONKUSDT,APEUSDT,AXSUSDT,KAVAUSDT,XTZUSDT,SUSHIUSDT,YFIUSDT,NOTUSDT,COTIUSDT,OCEANUSDT,ANKRUSDT,BANDUSDT,MAGICUSDT,STRKUSDT,DYDXUSDT,ENSUSDT,STGUSDT,CFXUSDT,BLURUSDT
2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-03,-0.008746945453035275,-0.014672343037165067,-0.019177405081058113,-0.014607444892006567,-0.022221107292810433,-0.005555234381863083,-0.05297078145678449,,-0.03991123101249281,-0.04193548038447996,-0.03948181116129922,-0.022377182143488616,-0.03485390658210926,-0.02452976953700514,-0.04766607459135391,0.008644030051620842,0.019523959900363885,-0.03281467022648635,-0.011760229618465255,-0.01181197206046612,-0.03199648680359506,-0.048235514227249664,-0.032308243232657775,-0.041165360777954775,-0.06422492042519272,-0.046944201852668906,-0.01871920954814874,-0.026231533451239394,-0.041774449378343785,-0.039770560680352986,-0.04666476485711856,-0.024662162384068938,-0.030481854435108924,-0.03405148795304444,-0.07132585658988064,-0.052110231322322294,-0.026888900216331175,-0.062292519557743876,-0.04523639110753231,-0.01772040554468688,-0.06261376405842503,-0.05096287496737539,-0.0271576482103957,-0.08362572168885478,-0.04006196835558286,-0.038875599121773324,-0.05316060289448573,-0.047495879494005695,-0.055298640196225636,-0.024143122049827253,-0.030476934231964924,,-0.048304743371667534,0.03713856895004263,-0.0385525107686095,-0.06535580191899569,-0.03135850166397513,-0.044633663435364325,-0.04496769189996145,-0.05008098660244062,-0.04652001563489293,-0.04033660810847879,-0.02998083221193567,-0.02922544195024915,-0.05238389198727316,-0.07312805451747488,-0.026545617111622084,-0.01876959428724934,-0.04946686813121453,-0.048901158120375626,-0.05425150696627843,-0.08358518362459243,-0.027816362973674853,-0.04458009292185079,-0.03767849462373017,-0.06898192631678132,-0.013457984755843165,-0.06327189652237827,-0.031133204641262173,0.0,-0.031090587070031005,-0.039325096681655285,-0.05757421426173974,-0.04523099971200466,-0.046620908537162706,-0.037132979042221965,-0.0355575650372746,-0.022248430446160792,-0.057216312690672615
2024-11-04,-0.013590571474324901,-0.02468681353585145,-0.009493086629739751,0.0005963622083116055,-0.028536793274461566,-0.014393125216380092,0.04447187921865376,,-0.032009912105304066,-0.02363746415433535,-0.048009219186360724,0.005504197075522094,-0.019494383877204906,-0.03461002099361123,-0.0070323777861560225,-0.008372770047244826,-0.05089553105689655,-0.0015417460359417898,-0.02541147044189088,-0.03472213118745986,-0.009028207897117193,-0.038062622284032184,-0.01834913866819654,-0.03486809681998891,-0.03201516628325303,-0.02282753765553362,-0.010685614042038216,-0.04060053064312828,-0.043113784563208135,-0.03042149550480809,-0.04173922647526644,0.0007131396272994366,-0.015724391957054218,-0.05240668239980308,-0.02221646462463162,-0.016381199131778316,-0.01996436544247391,-0.013981472427346044,-0.018429841009184662,-0.06543749808788706,-0.03088281547577831,-0.031813568689692935,-0.07661012546194934,-0.1744377717699491,-0.010558831050335248,-0.02225712888096509,-0.030361117667053544,-0.07721728663998847,-0.02883999709872049,-0.016108754766405674,-0.019227428087219993,,-0.04139037949719109,-0.05619037500025116,-0.002745997148855625,-0.022147936992499586,-0.02092335839540967,-0.030314127366900097,-0.020990275891835743,-0.01990751525604226,-0.010405921161116693,-0.01440129624293938,-0.02197890671877523,-0.026695807312750383,-0.026857854490058623,-0.03944078827533395,-0.0391880480769526,0.0071104872340851145,-0.03899889801616579,-0.016816235707348724,-0.009774702899415956,-0.012861212701359368,-0.03138047391013804,-0.03640408665552761,-0.011754963231443732,-0.02611374998571735,-0.020979018273490767,-0.04664057745311101,-0.0430370553445519,0.0,-0.0203817423193405,-0.02184935249680167,-0.06541226518616797,-0.0341209570878968,-0.012283794882152423,-0.06681096246391667,-0.02130733875913692,-0.06932174731807274,-0.047870837010447274
2024-11-05,0.022142879827616972,0.009981841785657536,0.019340813125043883,0.021235560068934328,0.05352365509605327,-0.017537242641800867,0.07159848112226998,,0.040365894170273225,0.022438782560404987,0.05514515605180929,0.024936244364907944,-0.0024446154267672034,0.05381465417935176,0.0806396740169371,0.03517548899137163,0.08267797436697659,0.05736939125955438,-0.006299737881173653,0.08803401916891403,0.027881869261517898,0.05927873243639051,0.050920090427256946,0.05684209183884929,0.07837554293552502,0.04759490161270066,0.03485412839178274,0.046703006623097384,0.06737840656283955,0.03899784900519991,0.06678484918657362,0.013981291369404616,0.07079764952948536,0.046088971855723845,0.06408304401742156,0.04857269115768457,0.03482789710587073,0.042425104456985656,0.035710666020085165,0.053282070009816176,0.056400674584911506,0.040964333144080906,0.0011834320907801274,0.08941121425014832,0.10367842947484132,0.03376998746593476,0.06858799426822162,0.08942335925284883,0.08255510568930174,0.06199933868043472,0.03724683802338594,,0.05768046410869191,0.0322957974323893,0.04481036402900484,0.04530338442111889,0.0406162500278105,0.06709602034424454,0.03242318670522668,0.05106268303583776,0.04299536326006267,0.03540957155108033,0.05195973893071096,-0.022328068733495663,0.03693936678664222,0.06593616031546669,0.034807038253456685,0.0009768010544680145,0.03523073133488678,0.046843217825536604,0.0737190004976331,0.06979699448799169,0.02869049246292923,0.057498492061216384,0.03485830105220577,0.062229233933824256,0.019885763545601252,0.06287932049145827,0.06159879887872969,0.0,0.04250365940661112,0.045001064680702134,0.059781971926775195,0.03758516378556582,0.03532376083040826,0.04571998984426693,0.028441732873010817,0.09439821344044544,0.07815285318540492
2024-11-06,0.08597952826424937,0.11719275778177837,0.05072416388548411,0.05322722081112742,0.11372531290569168,0.015077065498378653,0.1451899631490561,,0.09936300444503139,0.08531078137145987,0.11715694832241105,0.038751107736774024,0.08317966105927643,0.11916789460127883,0.061441281722990834,0.12349824870641696,0.13753953855505502,0.06659918369256096,0.027572654651235796,0.14158749155435815,0.0650247842154726,0.2560454840229435,0.10630569531231322,0.24660448275604752,0.14550052587187715,0.0684128355809684,0.07740009498215837,0.16534075292397538,0.07965441200924851,0.09651142792859595,0.11282636483817926,0.08341675770621165,0.07100719447547364,0.1346907474745093,0.32258682235034497,0.12274188483385313,0.0907664894535463,0.12467124473990339,0.11271662775448771,0.12409388444732324,0.20390152963465508,0.15500428636649893,0.19136784055948344,0.17569011390611983,0.12008412526365193,0.3280543422661122,0.12025127647389823,0.1355394612171377,0.12077204887076272,0.09742982670583974,0.07897455851350016,,0.1056634344995307,0.12964401704222495,0.06448374312545165,0.13416288165945656,0.0763996689965612,0.10657883827924511,0.09440968447107477,0.0802988603958856,0.07896304380680137,0.10997437810416164,0.08876792056440654,0.21279117624290259,0.13545854681510575,0.13167055471074016,0.1240783809131243,0.08219955838354716,0.1371601029066189,0.0802166963647104,0.1651069536564898,0.09442627381297579,0.0884506699285446,0.09606892732372665,0.06014470627235783,0.13558786728742095,0.11809898758571101,0.09543094181274385,0.12596211260122478,0.0,0.0960509061398246,0.1272006205352255,0.14785739285146912,0.13511515222415843,0.18286370915204303,0.139294264638596,0.0858587909532192,0.09748016257264756,0.10787000328748571
2024-11-07,0.003691252103738601,0.06170069543749194,0.01029093733812377,0.025137935693131216,0.051488870352691556,-0.014764536196212848,-0.016008551210264066,,-0.002037603742862437,0.11336801744726664,0.033915240835919964,0.05149413948258426,0.006174591607312687,0.014264423328664694,0.005900922606659753,0.019253402438346626,0.006835710618567076,0.004915813685502303,0.02305203580778945,-0.038182822478021954,0.012560551608014836,-0.04254089816653777,0.0,0.05521500887692217,0.10565943067931982,-0.007132879560607396,0.02909059366852382,0.00446822217910201,-0.047376383735185525,0.03494884451965155,0.007688673269398269,0.004194907732714777,0.004205872276291792,-0.004560333074295257,0.046538763467175365,0.027125691111354558,0.01603883619775953,-0.02506750851755136,0.057016680440235744,0.0015598193772469978,0.018629294272048586,0.014040414622983003,0.0017370772682871135,0.007167205022268388,-0.0019113020365567157,-0.048552486281269645,0.019529627021483878,-0.007087792857515607,0.016713480973740532,0.025136520340089223,-0.0004597701230416793,,0.018773857298492624,-0.003505771802268146,0.00818335172338423,0.036246949153111385,0.009573547590278803,-0.0011541633597781304,0.005656311869777542,0.011099607239750722,0.0,-0.0011409014357916668,0.01151644206155908,0.08474844239530858,0.009389740349839137,0.010667697468663624,0.04995844546864658,0.04656089118927329,-0.004528942602816252,0.016879381643978297,0.0030454859899434303,-0.010386058273461252,0.022349569025100022,-0.001459641187485122,0.0076511467355197295,0.01250445698905731,-0.0023355401819282976,-0.01935593462537731,-0.00020656889145967145,0.0,0.0046656383235509835,0.007839798930842133,0.010228891340093308,0.03658341717850881,0.009887721006407607,0.05641739861522921,0.022223136784710256,-0.003685184481182198,-0.003546425468370977
2024-11-08,0.008176407096941219,0.02265763003060768,-0.0009524526373586096,-0.0032432460861196687,0.01740753862862494,0.005484588382160263,0.0439659041889917,,-0.0019090553325453762,0.08930307876196776,0.08380390959481265,-0.009733154555052902,0.018298264911412867,0.049598118655178866,0.056594696901111054,0.04635490036341918,-0.013849614647422494,-0.007593050907597207,0.003212494884037003,-0.017756881906674737,0.03768698469208663,-0.004953291676459498,0.023343730401493762,-0.008425479320527257,-0.021085118487071324,0.09701697197265802,0.009332549684446996,-0.019783713667964224,-0.021164811192043272,0.12796519282974597,-0.03988172452471107,-0.00986983175873947,0.04047733606011795,-0.011593174016926418,-0.025115930523222755,-0.010433062813947331,0.03747511116654648,-0.013316734490764025,0.018417983114198205,-0.014949088137826928,0.036605512868475944,0.0076628727455693175,0.053293048615758246,-0.012034271862961177,-0.0099694623335591,-0.004298056864707821,0.05235927892511972,-0.030286682144621328,0.013717636228799344,0.06437866181343571,0.02609929146350845,,0.040567184989000124,-0.020879652685869846,0.06545497148428572,0.02817784053677943,0.02558114524338659,0.010013215639684749,0.034885363084338546,-0.010937860373243496,0.009216655104924048,0.01435612113415293,0.03377431711860405,-0.01697788257673523,0.04758147417845629,-0.02656516019200475,0.006062829290386691,-0.0004292766754052846,-0.0042118330360013684,0.10291793289557548,-0.0354817332766777,-0.014972325553648098,0.03843216103319385,0.004372547412609336,0.021116923440922614,-0.009880689689477059,0.01776794522073985,-0.04035401129500269,-0.005178139159207038,0.0,0.013867710685034585,0.002656726934368321,-0.004563153804415888,-0.012210163906931396,-0.018051031645568535,-0.034310622834199514,0.011630087034785313,0.012188080893040668,-0.006397097438107721
2024-11-09,0.0025189801857315518,0.05417844409786318,0.0439726506417787,0.009877066918022037,0.00010003501233780469,0.0071223166715462995,0.0806555285910498,,0.07180392424879693,0.1109652831602561,0.006259573535630022,0.010906519312732081,0.016619371755369573,0.05412206718070422,0.012384649100444413,-0.0008673027430047211,0.18407601345356372,0.07603975278661586,0.06253573536492492,0.034875006093338,0.06899287148695142,0.0432881982017277,0.0688698059236174,0.0704752072603171,0.03928389276920234,-0.006050751530154087,0.06336446758328088,0.05495888428075762,0.18053743500045313,-0.019106898675502193,0.08049544745806496,0.034205028657114035,0.017036903821461974,0.06593230208759324,0.10163943063290012,0.07114087938066185,0.03488871858704193,0.043716352546619604,0.04638943474176444,0.042678263246091516,0.06043573071159496,0.07200994404156022,0.02217904730011638,0.02920435471098243,0.049291004876785297,0.01623525775643282,0.08936278629700375,0.07003027112680885,0.062066121225170384,0.0436111608468816,0.036684414270426506,,0.046895257983309645,0.08125442104966392,0.02114882449297661,0.03520056947627635,0.03909292579127752,0.06611954913489007,0.03401902848749583,0.03465063758343466,0.0324938334764462,0.03573782418476261,0.018282044837449073,0.0068525629250549705,0.027003210574273073,0.03691436253935343,0.09143420595963185,0.025854375041215395,0.06331728556714758,0.004548369720289023,0.023957293863432955,0.05930957900043346,0.02463602109605804,0.03935495035061004,0.026511125548331863,0.051996398413868994,0.03498570088426026,0.2033037497971942,0.04606210882744767,0.0,0.04962779191110661,0.04477173280889054,0.04985292475781853,0.11060472597584789,0.08130294728582414,0.05090415626875411,0.24243764695020747,0.05048210184122312,0.06396535668100171
2024-11-10,0.047561532354528216,0.01842826958633002,0.004437711808247276,0.05086432462334041,0.05047020892157798,0.01196223202086444,0.23833353324193518,,0.08614234355952506,0.17271824821656082,0.034866113183237936,0.05762520390688174,0.03491427835981339,0.04865069295316579,0.03990508119525202,-0.01178281142362148,0.09904904471484062,0.2395426683827363,0.006822462585873481,0.08109613811510408,0.12344836688363503,-0.003247459013311352,0.0177184697269314,-0.02651326538906361,0.09530612370852005,0.05030073847479894,0.05564550214088311,0.09237715627400346,0.12194104580504711,0.054394682141628105,0.016920070983325795,0.059329740117164464,0.09483608886480459,0.05972741804116137,0.010881500187534207,0.044087809267771394,0.051909779210724684,0.04763342604160822,0.01536767877652804,-0.004192878260035927,0.07829417578437527,0.03746898768344788,0.010021944853735735,0.025471358848314987,-0.015931120427851848,-0.005563296685328826,0.02710984949996728,0.09903551655576072,0.07322348868012422,0.027373425017822434,0.08970346857947532,,0.040880352899075864,0.003990183317481711,0.08451698806845748,0.0,0.04943999516711509,0.06007589534280661,0.07944696601715089,0.04520543676804678,0.07029456979512466,0.041473248206575095,0.03208831455150045,-0.01660741605363548,0.019024814369578022,0.21214221876746647,0.020313027798628695,0.04539728595206282,0.04788169203869155,0.03928070949897646,0.125957421048131,0.0036822530267664297,0.03939483059593601,0.048044173832710604,0.0426807311148806,0.03739113548693739,0.255515899850535,-0.006295928456814812,0.04004033064748563,0.0,0.054546098026130065,0.026967563501686147,0.03149271469613401,0.0048277469233576654,0.033845574738165025,-0.0037043842741877994,-0.06591422640337626,0.021017286597723776,0.03867314456738899
2024-11-11,0.09844710705041995,0.0578893083569177,0.05075718613023363,0.05421023163877136,0.05567523417076468,0.023801322400062913,0.23577126374801496,,0.06882666691896523,0.038523774120261096,0.04514310543284491,0.057711766247317345,0.0442759054797944,0.11376292973971762,0.060710241920087435,-0.004399479159484779,0.07626543987064256,0.06827439340222502,0.04125826297769449,0.0798985617481892,0.08583473790712812,0.012498815873998858,0.16395674426740245,0.0180804716898153,0.05339539020645488,0.052956726986248565,0.0575176434530108,0.12314646264948746,0.01028741503905968,0.05147130624115478,0.1645278748164967,0.043040766231472474,0.07136738948950173,0.2059757476918444,0.13479322244494463,0.22985939269557318,0.033394006815390294,0.19047276902466106,0.06563006180660358,0.10384310629695094,0.04281837006434733,0.09653399183969895,0.03842371840797426,0.11890397356170804,0.09078818179226358,0.007103179958509294,-0.00586276425300087,0.13048118497491348,0.09202325769964075,0.0974222516123232,0.11705012784487946,,0.11307855398675669,0.07670290011878213,0.09180754925312269,0.05203419632250294,0.05570992614184931,0.11364742024047964,0.039264718521943194,0.06810650994282208,0.04531519621204249,0.06746392546667633,0.034486176071169404,0.046940745235713795,0.04690678802416613,0.018264343116278135,0.016653352741307446,0.0713624462055637,0.14232341554509567,0.04525176498387827,0.04949740556467319,0.0544304570921517,0.05521197555933209,0.06824632423316693,0.04759565875166954,0.08170028711522186,-0.018203334191740764,0.03516391245766697,0.08190962966231807,0.0,0.04844539602259344,0.05207367968265165,0.034851827533751246,0.18458111531937305,0.06823500862384958,0.06363643647655112,-0.000293728890348167,0.047888888456731546,0.1347510184126484
2024-11-12,-0.008567071581027734,-0.03898394258889464,-0.05404367143545989,0.1256172755685319,-0.04866198455588673,0.1103320598564136,0.0775209032478778,,-0.08929488302735665,-0.07174255863677798,-0.06717651421687255,0.15787563384749684,-0.0428418396581183,-0.050987104040753184,0.10167221538368518,-0.076722974238206,-0.01848139832461602,-0.0530928976024379,-0.005540180375615245,-0.06496696309847952,-0.07295089163444864,-0.04288089956212197,-0.041623021674485165,-0.07631888445880967,0.08360706647963072,-0.0737031957871348,-0.06952573482011831,-0.07248364405411331,-0.10550539070335321,-0.06855981241758989,-0.015026335965084965,-0.11438456169727176,-0.06456207021974676,0.03905419912408978,-0.0695109303545289,-0.10458576128817192,-0.043988573246786275,-0.08105304280329323,-0.06388416818004483,-0.08951439465596821,-0.09300697287212334,-0.06268945839561266,-0.05730942370604447,-0.11890397356170801,-0.13725875684730726,-0.08750108268629837,-0.05982952920665126,0.03800902793244004,-0.013843572631082681,-0.0636072069741528,-0.050605874513265384,,-0.04408568249980508,-0.04690174337981816,-0.03377192564659328,-0.06912051612445436,-0.015114633197588113,-0.07412774183691334,-0.005792320704504322,-0.05108041207029333,-0.03543043697950057,-0.012739025777429601,-0.05935424264918262,-0.013075500096120515,-0.07152341565952221,0.14077585773850085,-0.054926046938128546,-0.057465061526066404,-0.094155673336671,-0.04552450465555403,0.3324241033521098,-0.04666152039676407,-0.061579685604658416,0.017031141018285113,-0.016064602503806674,-0.0844787683166938,-0.07333444252203962,-0.03424328373478821,-0.05206507231095663,0.0,0.055569851154810786,-0.021401000202587256,-0.06455448932893423,-0.08585375890735411,-0.056133207037278,-0.11677192251860995,-0.005006636875492989,-0.06859660628128078,-0.07559971219968799
